emp_no,first_name,last_name,from_date,title,to_date
28851,Henk,Shackel,1999-07-07,Senior Staff,9999-01-01
28852,Kasturi,Perna,1997-07-04,Senior Engineer,9999-01-01
28855,Shan,Heering,1997-07-24,Senior Engineer,9999-01-01
28857,Zissis,Murillo,1999-04-13,Senior Engineer,9999-01-01
28858,Kazuhira,Slutz,1997-04-24,Senior Staff,9999-01-01
28861,Jaber,Walston,2002-03-29,Senior Staff,9999-01-01
28867,Shahar,Awdeh,1992-11-10,Senior Engineer,9999-01-01
28868,Ennio,Lichtman,2002-06-03,Senior Engineer,9999-01-01
28873,Toshimo,Attimonelli,1993-01-09,Senior Engineer,9999-01-01
28876,Radhakrishnan,Kawashimo,2000-04-03,Senior Engineer,9999-01-01
28881,Masaki,Rosin,1986-10-26,Senior Staff,9999-01-01
28882,Bodo,Nanard,1992-11-03,Senior Engineer,9999-01-01
28886,Krister,Schnabel,2001-04-24,Senior Staff,9999-01-01
28888,Vishwani,Chartres,1996-09-20,Senior Engineer,9999-01-01
28890,Lijie,Puoti,1987-05-20,Senior Engineer,9999-01-01
28891,Susanna,Krohn,1994-12-13,Senior Engineer,9999-01-01
28893,Khue,Yurov,1994-01-26,Senior Engineer,9999-01-01
28897,Ennio,Schieder,1998-03-06,Engineer,9999-01-01
28909,Lijia,Bharadwaj,1991-02-04,Senior Staff,9999-01-01
28912,Mary,Monarch,1996-02-25,Senior Engineer,9999-01-01
28922,Xiadong,Willoner,1999-07-03,Engineer,9999-01-01
28930,Isaac,Schade,1997-07-17,Engineer,9999-01-01
28933,Alain,Bernick,1992-01-24,Senior Staff,9999-01-01
28939,IEEE,Rohrbach,1998-05-04,Staff,9999-01-01
28945,Serenella,Varley,1998-01-20,Staff,9999-01-01
28946,Rafail,Erez,2001-09-23,Senior Staff,9999-01-01
28952,Arve,Lodder,1998-09-04,Engineer,9999-01-01
28958,Angel,Wossner,1997-08-24,Staff,9999-01-01
28962,Wuxu,Gini,1994-01-16,Technique Leader,9999-01-01
28966,Shakhar,Zirintsis,2001-05-03,Engineer,9999-01-01
28968,Shalesh,Gerteisen,1998-11-11,Engineer,9999-01-01
28969,Ute,Sinitsyn,1993-01-09,Senior Engineer,9999-01-01
28972,Jianhao,Radivojevic,1992-04-19,Senior Staff,9999-01-01
28975,Weijing,McConalogue,1993-05-20,Senior Staff,9999-01-01
28976,Kazuhiko,Aingworth,1998-07-27,Senior Engineer,9999-01-01
28977,Fumiya,Markovitch,1999-07-25,Senior Staff,9999-01-01
28978,Vojin,Giarratana,1999-02-16,Senior Staff,9999-01-01
28981,Dipayan,Bernardinello,1990-05-18,Senior Staff,9999-01-01
28983,Mohammed,Luca,1993-06-29,Senior Staff,9999-01-01
28985,Jeanna,Kohling,1999-11-25,Engineer,9999-01-01
28991,Marsja,Junot,1999-11-29,Senior Staff,9999-01-01
28993,Domenick,Rijckaert,1996-07-21,Senior Engineer,9999-01-01
28997,Persi,Ramsay,1991-02-11,Senior Staff,9999-01-01
29003,Weicheng,Erol,1995-11-05,Assistant Engineer,9999-01-01
29004,Lein,Ressouche,2000-05-05,Senior Engineer,9999-01-01
29008,Werner,Pulkowski,1998-03-07,Engineer,9999-01-01
29015,Maja,Mandelberg,1991-08-10,Technique Leader,9999-01-01
29017,Mats,Pews,1995-05-27,Staff,9999-01-01
29024,Qunsheng,Itzigehl,1997-05-21,Senior Engineer,9999-01-01
29026,Parto,Byoun,1991-06-12,Senior Engineer,9999-01-01
29030,Nikolaus,Heiserman,1997-11-04,Engineer,9999-01-01
29031,Elzbieta,Demeyer,1999-02-06,Staff,9999-01-01
29032,Mizuhito,Rassart,1999-12-11,Engineer,9999-01-01
29044,Vivian,Heinisuo,1992-06-11,Senior Staff,9999-01-01
29045,Keung,Dayang,1998-01-25,Senior Staff,9999-01-01
29052,Doowon,Azulay,1998-02-09,Senior Engineer,9999-01-01
29057,Yongdong,Kitai,1996-01-04,Senior Engineer,9999-01-01
29059,Arumugam,Legleitner,1995-06-29,Senior Engineer,9999-01-01
29061,Odinaldo,Yeung,2001-07-13,Senior Staff,9999-01-01
29063,Mary,Seuren,1996-06-14,Senior Engineer,9999-01-01
29071,Jaideep,Hennings,1993-12-08,Senior Staff,9999-01-01
29077,Candida,Tagansky,1997-04-17,Assistant Engineer,9999-01-01
29080,Panayotis,Shumilov,1996-05-08,Senior Staff,9999-01-01
29081,Heeju,Nitsche,1996-10-26,Staff,9999-01-01
29087,Marlo,Schieder,1994-07-05,Engineer,9999-01-01
29088,Becky,Giaccio,1995-08-31,Senior Engineer,9999-01-01
29097,Serge,Wilharm,1998-01-05,Engineer,9999-01-01
29099,Stepehn,Erdmenger,1999-05-08,Senior Engineer,9999-01-01
29101,Jouni,Salverda,1996-09-23,Senior Engineer,9999-01-01
29103,Sanjay,Otillio,1991-08-20,Senior Engineer,9999-01-01
29105,Snehasis,Marsiglia,1993-08-10,Senior Staff,9999-01-01
29107,Diederik,Taubman,1997-10-12,Senior Engineer,9999-01-01
29113,Mads,Scharstein,1995-12-27,Senior Staff,9999-01-01
29120,Parto,Bergere,2002-06-03,Senior Staff,9999-01-01
29123,Kerhong,Rabehasaina,1999-02-25,Senior Staff,9999-01-01
29126,Visit,Suessmith,2000-07-25,Senior Engineer,9999-01-01
29129,Poorav,Stassinopoulos,1994-05-26,Senior Staff,9999-01-01
29133,Rafael,Peck,1990-12-06,Senior Staff,9999-01-01
29141,Fun,Takanami,1999-09-12,Engineer,9999-01-01
29142,Froduald,Aloisi,1999-02-17,Senior Staff,9999-01-01
29149,Adel,Pillow,1997-07-09,Senior Engineer,9999-01-01
29156,Youngkon,Cyne,1996-08-04,Engineer,9999-01-01
29161,Youssef,Foote,1997-08-31,Engineer,9999-01-01
29164,Alagu,Mitchem,1999-08-30,Senior Staff,9999-01-01
29168,Nahid,Schwabacher,1999-11-17,Senior Staff,9999-01-01
29169,Miyeon,Huxford,1994-12-14,Staff,9999-01-01
29171,Syozo,Baaleh,1989-01-30,Senior Staff,9999-01-01
29174,Shaibal,Ferretti,2000-08-13,Senior Staff,9999-01-01
29178,Hairong,Foong,2000-11-01,Senior Engineer,9999-01-01
29182,Arumugam,Aamodt,1992-01-09,Senior Staff,9999-01-01
29185,Vishwani,Peroz,1996-01-11,Assistant Engineer,9999-01-01
29190,Mahendra,Sudbeck,1994-05-22,Senior Staff,9999-01-01
29191,Ayakannu,Krogh,1999-12-07,Engineer,9999-01-01
29194,Sarita,Peris,1997-10-22,Senior Engineer,9999-01-01
29197,Marlo,Stentiford,1993-12-18,Staff,9999-01-01
29199,Chaoyi,Mondadori,1992-06-29,Senior Staff,9999-01-01
29200,Kwok,Vingron,1997-02-11,Engineer,9999-01-01
29202,Rajmohan,Roohalamini,1985-12-29,Senior Engineer,9999-01-01
29203,Ger,Adachi,1997-01-03,Senior Staff,9999-01-01
29204,Ghassan,Remmele,1994-05-23,Senior Staff,9999-01-01
29206,Yunming,Chimia,2001-11-18,Senior Engineer,9999-01-01
29207,Shim,Naudin,1999-03-04,Senior Engineer,9999-01-01
29208,Radoslaw,Schusler,1988-05-13,Technique Leader,9999-01-01
29214,Stepehn,Schach,1997-06-21,Senior Staff,9999-01-01
29222,Remzi,Trachtenberg,1999-07-16,Staff,9999-01-01
29228,Leszek,Guerreiro,1998-11-29,Senior Staff,9999-01-01
29236,Radhia,Felcyn,1994-02-17,Engineer,9999-01-01
29237,Gennadi,Beznosov,1994-06-25,Senior Engineer,9999-01-01
29241,Bogdan,Baja,1999-06-29,Staff,9999-01-01
29243,Sibyl,Koyama,2001-03-07,Senior Engineer,9999-01-01
29250,Radoslaw,Besancenot,1995-06-26,Senior Staff,9999-01-01
29253,Mingzeng,Eastman,2002-05-01,Senior Engineer,9999-01-01
29256,Mountaz,Schiettecatte,1994-12-04,Senior Engineer,9999-01-01
29259,Jingling,Perng,1996-11-07,Assistant Engineer,9999-01-01
29269,Mingzeng,Tiemann,1998-06-10,Senior Engineer,9999-01-01
29284,Aloys,Hofman,1996-02-23,Senior Engineer,9999-01-01
29291,Guiseppe,Emiris,1990-09-26,Senior Staff,9999-01-01
29312,Yefim,Feldhoffer,1997-10-29,Engineer,9999-01-01
29317,Navin,Conia,1997-06-23,Senior Engineer,9999-01-01
29318,Bernardo,Karlin,1994-05-15,Senior Engineer,9999-01-01
29322,Sanjay,Oehlmann,1998-12-17,Staff,9999-01-01
29329,Takushi,Sooriamurthi,1998-10-14,Senior Engineer,9999-01-01
29334,Takahira,Heiserman,1994-01-10,Senior Staff,9999-01-01
29339,Mary,Itzfeldt,2000-01-18,Senior Staff,9999-01-01
29342,Moti,Muniz,1994-06-07,Senior Staff,9999-01-01
29343,Akhilish,Puppo,1992-02-09,Senior Engineer,9999-01-01
29348,Tamiya,Gajiwala,1995-08-25,Senior Staff,9999-01-01
29352,Panayotis,Breugel,1996-10-28,Staff,9999-01-01
29354,Syozo,Nooteboom,1995-02-28,Senior Staff,9999-01-01
29361,LiMin,McDermid,1998-07-30,Engineer,9999-01-01
29366,Domenico,Ohori,1993-06-19,Senior Staff,9999-01-01
29367,Vitali,Birch,1998-07-15,Senior Staff,9999-01-01
29371,Hyuncheol,Bottner,1999-12-31,Senior Staff,9999-01-01
29372,Parke,Chinin,2000-03-12,Engineer,9999-01-01
29376,Make,Bierman,1997-08-16,Senior Engineer,9999-01-01
29379,Tommaso,Taneja,1995-06-18,Assistant Engineer,9999-01-01
29381,Caolyn,Underwood,1994-08-01,Technique Leader,9999-01-01
29387,Roddy,Saoudi,1995-07-01,Senior Engineer,9999-01-01
29389,Takushi,Swist,1997-07-05,Senior Staff,9999-01-01
29390,Mang,Crooks,1997-12-01,Senior Engineer,9999-01-01
29391,Jayesh,Huhdanpaa,2001-09-27,Senior Engineer,9999-01-01
29404,Sastry,Reeker,1998-03-19,Senior Engineer,9999-01-01
29406,Troy,Haraldson,2002-06-17,Senior Staff,9999-01-01
29407,Reuven,Strandh,1996-08-05,Senior Engineer,9999-01-01
29410,Heejo,Munke,1989-05-08,Senior Engineer,9999-01-01
29419,Kendra,Scharstein,1995-08-12,Senior Engineer,9999-01-01
29425,Mingdong,Muntz,1994-07-07,Senior Engineer,9999-01-01
29430,Heeju,Schonegge,2002-02-24,Senior Engineer,9999-01-01
29431,Jeong,Bresenham,1999-08-18,Senior Staff,9999-01-01
29436,Godehard,Schnelling,1996-08-07,Senior Engineer,9999-01-01
29442,Horward,Piazza,1994-10-27,Senior Engineer,9999-01-01
29443,Maya,Lambe,2000-01-24,Engineer,9999-01-01
29450,Pranas,Driscoll,1999-06-15,Senior Staff,9999-01-01
29456,Barun,Krohm,1998-03-01,Staff,9999-01-01
29458,Fumitake,Demos,1994-06-24,Senior Staff,9999-01-01
29465,Kshitij,Ramsay,1994-09-17,Senior Staff,9999-01-01
29466,Kinh,Miculan,1993-03-12,Senior Engineer,9999-01-01
29468,Ramya,Bojadziev,2002-02-20,Senior Staff,9999-01-01
29469,Rafael,Cmelik,1995-04-09,Engineer,9999-01-01
29471,Gererd,Ravishankar,1994-08-24,Senior Engineer,9999-01-01
29475,Jianhui,Rosti,1999-08-01,Senior Engineer,9999-01-01
29476,Elzbieta,Awdeh,1994-10-01,Engineer,9999-01-01
29485,Ortrun,Shobatake,1995-09-10,Senior Staff,9999-01-01
29486,Jouni,Gerteisen,1985-06-03,Senior Engineer,9999-01-01
29488,Niclas,Eastman,1988-06-24,Technique Leader,9999-01-01
29495,Mizuhito,Morrey,1995-11-19,Senior Staff,9999-01-01
29499,Richard,Schwartzburd,1999-09-07,Assistant Engineer,9999-01-01
29502,Nikolaos,Ozeki,1999-10-16,Engineer,9999-01-01
29507,Adel,Panwar,1996-10-05,Senior Engineer,9999-01-01
29510,Danel,Butner,1994-11-09,Senior Staff,9999-01-01
29511,Sadegh,Taubman,1998-10-13,Engineer,9999-01-01
29513,Genki,Cusworth,1990-07-08,Senior Engineer,9999-01-01
29515,Kish,Karcich,1996-12-30,Senior Engineer,9999-01-01
29516,Dung,Koblitz,1995-07-16,Senior Staff,9999-01-01
29519,Theirry,Bahr,1991-12-24,Senior Engineer,9999-01-01
29520,Shunichi,Ozery,1997-12-19,Senior Engineer,9999-01-01
29524,Murthy,Engberts,1985-07-24,Senior Staff,9999-01-01
29527,Adamantios,Oaver,1995-11-06,Senior Staff,9999-01-01
29529,Leni,Coors,1997-07-14,Engineer,9999-01-01
29547,Woody,Ranai,2001-11-08,Senior Staff,9999-01-01
29554,Rafael,Marletta,1993-03-18,Technique Leader,9999-01-01
29556,Xiping,Birnbaum,1998-08-20,Engineer,9999-01-01
29559,Shin,Edelhoff,1999-02-10,Engineer,9999-01-01
29563,Kiam,Salvesen,1996-06-21,Senior Engineer,9999-01-01
29573,Kwangsub,Linnainmaa,2000-07-11,Senior Staff,9999-01-01
29574,Gretta,Klyachko,1998-01-13,Senior Engineer,9999-01-01
29578,Idoia,Kusalik,1998-01-28,Senior Staff,9999-01-01
29580,Rafail,Peyn,1999-03-19,Senior Engineer,9999-01-01
29581,Remco,Pusterhofer,1996-06-25,Senior Staff,9999-01-01
29583,Subhada,Waymire,1993-07-16,Senior Staff,9999-01-01
29589,Zhilian,Beetstra,1992-09-27,Senior Engineer,9999-01-01
29590,Heng,Cooley,1996-08-19,Senior Staff,9999-01-01
29594,Yolla,Ermel,1996-08-04,Staff,9999-01-01
29596,Geoff,Lueh,1990-08-01,Senior Staff,9999-01-01
29597,Yoshinari,Codenie,1990-04-25,Senior Engineer,9999-01-01
29603,Kristina,Khamsi,1997-12-17,Staff,9999-01-01
29621,Horward,Warwick,2001-10-03,Senior Staff,9999-01-01
29622,Yifei,Mattern,2002-07-01,Senior Engineer,9999-01-01
29623,Heekeun,Stille,1996-06-26,Engineer,9999-01-01
29627,Nevin,Erde,1999-07-19,Senior Staff,9999-01-01
29628,Rutger,Soloway,1990-09-11,Technique Leader,9999-01-01
29633,Oscal,Gelosh,2001-10-13,Senior Staff,9999-01-01
29634,Satyanarayana,Hanabata,1992-10-03,Senior Staff,9999-01-01
29644,Feixiong,Vernadat,2002-02-21,Senior Engineer,9999-01-01
29647,Chinhyun,Aloia,1999-10-01,Assistant Engineer,9999-01-01
29651,Divier,Knightly,1994-09-07,Senior Staff,9999-01-01
29652,Khatoun,Chleq,2000-07-04,Senior Staff,9999-01-01
29653,Xiaoshan,Coors,1997-04-05,Senior Engineer,9999-01-01
29658,Wuxu,Nannarelli,1998-06-27,Senior Engineer,9999-01-01
29659,Adel,Pokrovskii,1991-06-06,Senior Staff,9999-01-01
29661,Francesca,Kusakabe,2001-12-16,Senior Engineer,9999-01-01
29664,Aiman,Stanger,1995-08-07,Senior Staff,9999-01-01
29666,Yonghong,Thummel,2002-03-24,Senior Staff,9999-01-01
29670,Arunachalam,Besselaar,2001-01-19,Senior Staff,9999-01-01
29674,Olivera,Gill,1996-03-15,Senior Engineer,9999-01-01
29684,Xiadong,Munoz,1995-09-14,Senior Engineer,9999-01-01
29685,Lijie,Rosin,1997-04-26,Staff,9999-01-01
29689,Keiichiro,Merlo,1991-02-27,Senior Staff,9999-01-01
29690,Eran,Fioravanti,1995-11-09,Senior Staff,9999-01-01
29706,Giordano,Farrow,1995-10-02,Senior Engineer,9999-01-01
29715,Dinah,Valette,1994-11-16,Senior Engineer,9999-01-01
29719,Sumant,Takkinen,1994-06-18,Senior Staff,9999-01-01
29722,Aron,Flanders,1998-01-18,Engineer,9999-01-01
29723,Guiseppe,Radhakrishnan,1999-11-10,Engineer,9999-01-01
29729,Alassane,Bernatsky,1997-11-04,Senior Staff,9999-01-01
29730,Maha,Vecchio,1996-04-02,Engineer,9999-01-01
29739,Danil,Comyn,1994-12-20,Senior Engineer,9999-01-01
29747,Stevo,Kampfer,2000-07-11,Senior Staff,9999-01-01
29756,Kazuhide,Nittel,1994-08-20,Engineer,9999-01-01
29759,Arif,Thimonier,1992-02-14,Senior Staff,9999-01-01
29760,Jinya,Paludetto,1985-09-11,Senior Staff,9999-01-01
29762,Lucien,Junot,1996-11-10,Senior Staff,9999-01-01
29769,Lansing,Schahn,2001-04-10,Senior Staff,9999-01-01
29777,Dharmaraja,Muntz,1996-08-07,Staff,9999-01-01
29788,Radhia,Kaminger,1997-09-09,Senior Engineer,9999-01-01
29792,Selwyn,Sridhar,1989-08-12,Senior Staff,9999-01-01
29795,Kristine,Sessa,1997-05-06,Senior Staff,9999-01-01
29796,Munehiko,Muniz,2000-07-27,Senior Engineer,9999-01-01
29797,Selwyn,Krzyzanowski,1988-10-18,Technique Leader,9999-01-01
29799,Weiyi,Kroon,1997-03-05,Staff,9999-01-01
29802,Herb,Paciorek,2001-06-06,Senior Engineer,9999-01-01
29803,Steen,Comte,1998-01-25,Engineer,9999-01-01
29805,Branimir,Thisen,2002-02-07,Senior Staff,9999-01-01
29809,Foong,Fortenbacher,1989-09-11,Senior Staff,9999-01-01
29810,Arne,Madeira,1993-11-25,Senior Engineer,9999-01-01
29811,Erzsebet,Kohling,1987-12-17,Technique Leader,9999-01-01
29812,Yefim,Gimarc,1999-07-26,Engineer,9999-01-01
29813,Jianhua,Fujisaki,1997-06-17,Senior Staff,9999-01-01
29814,Ulf,Karunanithi,1997-02-23,Engineer,9999-01-01
29816,Kiyomitsu,Munck,1997-05-19,Senior Engineer,9999-01-01
29817,Florian,Sadowski,1992-02-20,Senior Engineer,9999-01-01
29819,Subhrajyoti,Ghelli,1994-07-18,Senior Staff,9999-01-01
29825,Jeong,Kenevan,1995-03-17,Senior Engineer,9999-01-01
29829,Pranjal,Pepe,1992-03-28,Senior Engineer,9999-01-01
29835,Harjit,Nyrup,1999-01-23,Senior Staff,9999-01-01
29836,Kazuhiko,Ossenbruggen,1998-10-21,Senior Staff,9999-01-01
29849,Phule,Peha,2001-10-02,Senior Staff,9999-01-01
29850,Hyuncheol,Junot,1990-01-12,Senior Staff,9999-01-01
29856,Yuichiro,Pardalos,1988-09-23,Senior Engineer,9999-01-01
29862,Urs,Llado,1990-04-19,Senior Staff,9999-01-01
29865,Mingsen,Genther,1999-05-05,Senior Staff,9999-01-01
29869,Mads,Camurati,1999-07-19,Engineer,9999-01-01
29870,Troy,Stranks,1997-03-05,Staff,9999-01-01
29871,Xiaobin,Pocchiola,1996-03-12,Senior Engineer,9999-01-01
29873,Monique,Aloisi,2000-12-09,Senior Engineer,9999-01-01
29877,Mingsen,Kitai,1994-06-02,Senior Staff,9999-01-01
29878,Rajmohan,Schonegge,1996-10-31,Engineer,9999-01-01
29890,Stabislas,Lores,1992-01-27,Senior Staff,9999-01-01
29899,Yinghua,Juneja,1994-04-13,Staff,9999-01-01
29902,Kasturi,Asser,1987-12-05,Senior Staff,9999-01-01
29905,Guther,Koyama,1996-12-27,Senior Staff,9999-01-01
29911,Jiafu,Schnelling,1997-01-23,Senior Staff,9999-01-01
29913,Falguni,Rajala,2000-08-02,Senior Staff,9999-01-01
29916,Boaz,Escriba,1997-09-10,Technique Leader,9999-01-01
29917,Sahrah,Roohalamini,1998-02-28,Senior Engineer,9999-01-01
29919,Goa,Kugler,1993-09-27,Senior Engineer,9999-01-01
29922,Hironobu,Chvatal,1995-12-26,Senior Engineer,9999-01-01
29927,Kwun,Schiettecatte,2001-05-14,Senior Staff,9999-01-01
29938,Mariusz,Serna,1999-02-03,Senior Engineer,9999-01-01
29946,Shooichi,McClure,1991-08-15,Senior Staff,9999-01-01
29948,Elzbieta,Kruskal,1992-07-13,Senior Engineer,9999-01-01
29950,Laurentiu,Vasanthakumar,2000-10-15,Engineer,9999-01-01
29952,Jianhao,Kusakari,1999-02-24,Engineer,9999-01-01
29955,Dannz,Bondorf,1997-03-15,Staff,9999-01-01
29963,Tristan,Roison,1991-12-09,Senior Engineer,9999-01-01
29969,Lena,McAffer,1987-05-14,Senior Engineer,9999-01-01
29976,Youjian,Brendel,1998-09-25,Engineer,9999-01-01
29983,Lucian,Christ,1993-08-23,Senior Engineer,9999-01-01
29985,Marin,Roisin,1990-02-16,Senior Engineer,9999-01-01
29989,Zorica,Borstler,1997-04-02,Staff,9999-01-01
29991,Aral,Rosenbaum,1995-07-12,Senior Staff,9999-01-01
29993,Claudi,Murthy,1997-08-30,Technique Leader,9999-01-01
29996,Gennady,Pfau,1993-12-17,Engineer,9999-01-01
30000,Matt,Avouris,1993-10-21,Senior Engineer,9999-01-01
30001,Izaskun,Morton,1996-05-21,Senior Staff,9999-01-01
30003,Takahito,Vilarrasa,1998-01-06,Senior Staff,9999-01-01
30008,Tsutomu,Kalafatis,1995-09-18,Senior Engineer,9999-01-01
30016,Nathan,Nastansky,1996-09-24,Senior Engineer,9999-01-01
30021,Martijn,Rosca,1996-06-01,Senior Staff,9999-01-01
30022,Ger,Genin,1996-01-07,Senior Staff,9999-01-01
30039,Ronghao,Antonisse,1995-02-07,Senior Engineer,9999-01-01
30047,Utpal,Schlumberger,1999-08-17,Senior Staff,9999-01-01
30062,Phuoc,Ertl,1996-06-04,Senior Engineer,9999-01-01
30067,Francoise,Georg,1995-11-11,Engineer,9999-01-01
30068,Zhenbing,Klassen,1990-12-30,Senior Engineer,9999-01-01
30072,Owen,Kalafatis,1991-12-04,Senior Staff,9999-01-01
30075,Bojan,Zedlitz,1987-03-07,Senior Staff,9999-01-01
30078,Greger,Thummel,1997-03-17,Senior Staff,9999-01-01
30083,Wanqing,Burnard,1995-02-04,Senior Engineer,9999-01-01
30084,Jiafu,Cronin,1994-02-25,Senior Engineer,9999-01-01
30090,Hausi,Siprelle,2001-02-15,Senior Staff,9999-01-01
30092,Kristof,Pusterhofer,2002-01-23,Senior Engineer,9999-01-01
30101,Berni,Olano,1986-12-23,Technique Leader,9999-01-01
30102,Ranan,Asrin,2001-01-22,Senior Engineer,9999-01-01
30103,Murthy,Gini,1997-01-10,Senior Staff,9999-01-01
30104,Eishiro,Krohn,1998-04-15,Senior Engineer,9999-01-01
30106,Zeljko,Yamaashi,1999-03-21,Engineer,9999-01-01
30109,Kiyokazu,Legleitner,2001-04-03,Senior Engineer,9999-01-01
30114,Mikhail,Asrin,1996-04-24,Senior Staff,9999-01-01
30120,Francoise,Ghelli,1998-01-18,Engineer,9999-01-01
30123,Rosita,Baba,1988-01-16,Technique Leader,9999-01-01
30133,Tonny,Bharadwaj,2000-07-12,Senior Engineer,9999-01-01
30136,Unal,Baranowski,1986-10-08,Senior Staff,9999-01-01
30143,Indrajit,Huttel,1998-11-06,Senior Staff,9999-01-01
30147,Richard,Bennet,1999-09-02,Staff,9999-01-01
30148,Lakshmi,Linnainmaa,1993-08-10,Senior Staff,9999-01-01
30167,Sorina,Tiemann,1993-07-25,Senior Engineer,9999-01-01
30172,Randy,Matzke,1999-11-04,Senior Staff,9999-01-01
30179,Shirish,Krzyzanowski,1993-01-31,Senior Staff,9999-01-01
30181,Shunichi,Ariola,1997-06-16,Senior Staff,9999-01-01
30189,Krisda,Koblick,1986-12-24,Technique Leader,9999-01-01
30191,Gian,Azevdeo,1998-09-10,Engineer,9999-01-01
30192,Stevo,Back,1990-05-13,Technique Leader,9999-01-01
30198,Saeed,Arlazarov,2000-08-15,Senior Staff,9999-01-01
30203,Atreyi,Vidya,1999-03-20,Engineer,9999-01-01
30206,Toong,Mandelberg,1988-04-07,Senior Staff,9999-01-01
30209,Yannis,Aloisi,2000-12-22,Senior Staff,9999-01-01
30215,Djelloul,Jiang,1999-09-02,Senior Engineer,9999-01-01
30220,Marjo,Bouloucos,1997-09-04,Engineer,9999-01-01
30223,Jasminko,Melski,1997-04-17,Senior Engineer,9999-01-01
30226,Shiv,Reghbati,1997-12-01,Senior Engineer,9999-01-01
30231,Heon,Cichocki,1995-03-03,Senior Engineer,9999-01-01
30235,Tuval,Crelier,2002-02-08,Senior Staff,9999-01-01
30239,Barry,Conte,1998-09-11,Senior Staff,9999-01-01
30240,Berry,Merks,1998-03-29,Senior Staff,9999-01-01
30241,Kensyu,Thiran,1994-11-12,Senior Engineer,9999-01-01
30242,Maris,Viele,1995-01-07,Senior Engineer,9999-01-01
30247,Jeanne,Ranum,1991-02-11,Senior Engineer,9999-01-01
30251,Tadanori,Radhakrishnan,1998-04-15,Senior Staff,9999-01-01
30252,Junichi,Keustermans,1997-03-20,Engineer,9999-01-01
30253,Renee,Valette,1993-05-02,Senior Staff,9999-01-01
30260,Trygve,Feinberg,1997-08-12,Senior Staff,9999-01-01
30261,Bernardo,Claffy,2002-02-25,Senior Engineer,9999-01-01
30263,Prodip,Acton,1996-09-27,Engineer,9999-01-01
30269,Dharmaraja,Valtorta,1994-12-02,Senior Staff,9999-01-01
30274,Hironoby,Chiola,1995-03-07,Senior Engineer,9999-01-01
30275,Miquel,Malabarba,2001-03-03,Senior Engineer,9999-01-01
30276,Kazuhiko,Matheson,2000-07-19,Senior Engineer,9999-01-01
30278,Yolla,Clemencon,1998-05-23,Engineer,9999-01-01
30285,Parke,Cyre,1994-03-29,Senior Engineer,9999-01-01
30286,Doowon,Leslie,1996-09-15,Senior Staff,9999-01-01
30300,Gilbert,Klassen,1999-09-21,Engineer,9999-01-01
30302,Amstein,Sankaranarayanan,1992-08-16,Senior Staff,9999-01-01
30303,Hyuckchul,Melter,1997-02-08,Engineer,9999-01-01
30305,Pramod,Chappelet,1996-05-30,Senior Staff,9999-01-01
30309,Jayesh,Azevdeo,1997-04-12,Staff,9999-01-01
30310,Mototsugu,Senzako,1995-08-31,Engineer,9999-01-01
30313,Srinidhi,Candan,2000-10-31,Senior Engineer,9999-01-01
30314,Quingbo,Beutelspacher,1996-06-16,Assistant Engineer,9999-01-01
30318,Tremaine,Gien,1992-07-01,Senior Engineer,9999-01-01
30319,Tomofumi,Driscoll,1999-04-28,Staff,9999-01-01
30320,Kristine,Facello,1996-06-09,Senior Engineer,9999-01-01
30329,Shim,Soicher,2001-07-04,Senior Engineer,9999-01-01
30330,Caolyn,Nitsch,1996-11-09,Senior Staff,9999-01-01
30331,Lene,Vuskovic,2000-02-04,Senior Engineer,9999-01-01
30332,Nathalie,Oppitz,2000-07-08,Senior Staff,9999-01-01
30334,Yongqiao,Atchley,1991-06-23,Senior Staff,9999-01-01
30340,Fumiya,Condotta,2000-11-26,Senior Engineer,9999-01-01
30342,Xiaoheng,Heystek,1996-06-14,Senior Engineer,9999-01-01
30351,Djenana,Blokdijk,1991-07-15,Senior Staff,9999-01-01
30358,Phuoc,Radhakrishnan,1989-10-05,Technique Leader,9999-01-01
30361,Nidapan,DasSarma,1995-08-22,Engineer,9999-01-01
30362,Taizo,Beidas,1998-11-26,Staff,9999-01-01
30364,Miquel,Byoun,1997-06-26,Senior Engineer,9999-01-01
30372,Xiadong,Maccarone,1994-05-04,Staff,9999-01-01
30373,Jayesh,Vasanthakumar,1992-06-14,Senior Staff,9999-01-01
30374,Xiaocheng,Reinhart,1994-01-18,Senior Engineer,9999-01-01
30380,Jianhao,Templeman,1996-11-28,Engineer,9999-01-01
30381,Sampalli,Hartvigsen,1989-06-17,Senior Engineer,9999-01-01
30390,Oddvar,Pocchiola,1994-06-08,Senior Staff,9999-01-01
30396,Vishv,Hmelo,1993-05-26,Senior Engineer,9999-01-01
30407,Toshiki,Coors,1987-03-12,Senior Staff,9999-01-01
30408,Masasuke,Crelier,1998-10-07,Engineer,9999-01-01
